X,Y,FID,LEAAUNumbe,LEAInstNam,LEACategor,LEAIUNumbe,LEAIU,LEACountyN,LEAStatus,LEAStatusE,LEAWebAddr,LEAMailing,LEAMaili_1,LEAMaili_2,LEAMaili_3,LEAMaili_4,LEAMaili_5,LEALocatio,LEALocat_1,LEALocat_2,LEALocat_3,LEALocat_4,LEALocat_5,LEAPhoneNu,LEAPhone_1,LEAAdminTi,LEAAdminSa,LEAAdminFi,LEAAdminMi,LEAAdminLa,LEAAdminSu,LEAAdminPh,LEAAdmin_1,SchoolInst,SchoolAUNN,SchoolBran,SchoolName,GradeYear,GradeList,GradeCtgy,K4_Half,K4_Full,K5_Half,K5_Full,Grade_1,Grade_2,Grade_3,Grade_4,Grade_5,Grade_6,Elementary,Grade_7,Grade_8,Grade_9,Grade_10,Grade_11,Grade_12,Secondary_,SchoolCoun,SchoolStat,SchoolSt_1,SchoolWebA,SchoolPhon,SchoolPh_1,SchoolMail,SchoolMa_1,SchoolMa_2,SchoolMa_3,SchoolMa_4,SchoolMa_5,SchoolLoca,SchoolLo_1,SchoolLo_2,SchoolLo_3,SchoolLo_4,SchoolLo_5,SchoolAdmi,SchoolAd_1,SchoolAd_2,SchoolAd_3,SchoolAd_4,SchoolAd_5,CyberSchoo
-80.006824188942119,40.387792119989548,138,102027451,Pittsburgh SD,School District,2,Pittsburgh-Mt Oliver IU 2,Allegheny,Open,1999-06-08T00:00:00.000Z,http://www.pghschools.org/,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,(412)529-3500, ,Superintendent,Dr,Anthony, ,Hamlet, ,(412)529-4357,0,Regular School,102027451,326,Pittsburgh Carmalt K-8,2017-2018,"PreKF,K5F-6,7-8",ELEMENTARY/SECONDARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,1998-07-23T00:00:00.000Z,http://www.pghschools.org/,(412)529-7760, ,1550 Breining St, ,Pittsburgh,PA,15226,1940,1550 Breining St, ,Pittsburgh,PA,15226,1940,Principal,Mr,Vincent, ,Lewandowski, , 
-79.984560625011511,40.387404199256871,139,102027451,Pittsburgh SD,School District,2,Pittsburgh-Mt Oliver IU 2,Allegheny,Open,1999-06-08T00:00:00.000Z,http://www.pghschools.org/,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,(412)529-3500, ,Superintendent,Dr,Anthony, ,Hamlet, ,(412)529-4357,0,Regular School,102027451,330,Pittsburgh Concord K-5,2017-2018,"PreKF,K5F-5",ELEMENTARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,1993-09-16T00:00:00.000Z,http://www.pghschools.org/,(412)529-7755, ,2350 Brownsville Rd, ,Pittsburgh,PA,15210,4502,2350 Brownsville Rd, ,Pittsburgh,PA,15210,4502,Acting Principal,Ms,Jamie, ,Kinzel-Nath, , 
-79.935531076267566,40.462270362964773,140,102027451,Pittsburgh SD,School District,2,Pittsburgh-Mt Oliver IU 2,Allegheny,Open,1999-06-08T00:00:00.000Z,http://www.pghschools.org/,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,(412)529-3500, ,Superintendent,Dr,Anthony, ,Hamlet, ,(412)529-4357,0,Regular School,102027451,351,Pittsburgh Montessori K-5,2017-2018,"PreKF,K5F-5",ELEMENTARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,1993-09-16T00:00:00.000Z,http://www.pghschools.org/,(412)529-2010, ,201 S Graham St, ,Pittsburgh,PA,15206,0,201 S Graham St, ,Pittsburgh,PA,15206,0,Principal,Ms,Kellie, ,Meyer, , 
-79.925720322623093,40.42342654592295,141,102027451,Pittsburgh SD,School District,2,Pittsburgh-Mt Oliver IU 2,Allegheny,Open,1999-06-08T00:00:00.000Z,http://www.pghschools.org/,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,(412)529-3500, ,Superintendent,Dr,Anthony, ,Hamlet, ,(412)529-4357,0,Regular School,102027451,363,Pittsburgh Minadeo K-5,2017-2018,"PreKF,K5F-5",ELEMENTARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,1998-07-21T00:00:00.000Z,http://www.pghschools.org/,(412)529-4035, ,6502 Lilac St, ,Pittsburgh,PA,15217,3034,6502 Lilac St, ,Pittsburgh,PA,15217,3034,Principal,Mrs,Melissa, ,Wagner, , 
-80.039828371532423,40.480163547603588,142,102027451,Pittsburgh SD,School District,2,Pittsburgh-Mt Oliver IU 2,Allegheny,Open,1999-06-08T00:00:00.000Z,http://www.pghschools.org/,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,(412)529-3500, ,Superintendent,Dr,Anthony, ,Hamlet, ,(412)529-4357,0,Regular School,102027451,365,Pittsburgh Morrow K-8,2017-2018,"PreKF,K5F-6,7-8",ELEMENTARY/SECONDARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,1998-07-21T00:00:00.000Z,http://www.pghschools.org/,(412)529-6600, ,1611 Davis Ave, ,Pittsburgh,PA,15212,1807,1611 Davis Ave, ,Pittsburgh,PA,15212,1807,Principal,Mr,Darrel, ,Prioleau, , 
-79.993055821075203,40.456515300122618,143,102027451,Pittsburgh SD,School District,2,Pittsburgh-Mt Oliver IU 2,Allegheny,Open,1999-06-08T00:00:00.000Z,http://www.pghschools.org/,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,(412)529-3500, ,Superintendent,Dr,Anthony, ,Hamlet, ,(412)529-4357,0,Regular School,102027451,379,Pittsburgh Schiller 6-8,2017-2018,"6,7-8",ELEMENTARY/SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,1994-07-25T00:00:00.000Z,http://www.pghschools.org/,(412)529-4190, ,1018 Peralta St, ,Pittsburgh,PA,15212,5002,1018 Peralta St, ,Pittsburgh,PA,15212,5002,Principal,Ms,Paula, ,Heinzman, , 
-79.978274314366232,40.427947320516274,144,102027451,Pittsburgh SD,School District,2,Pittsburgh-Mt Oliver IU 2,Allegheny,Open,1999-06-08T00:00:00.000Z,http://www.pghschools.org/,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,(412)529-3500, ,Superintendent,Dr,Anthony, ,Hamlet, ,(412)529-4357,0,Regular School,102027451,395,Pittsburgh Phillips K-5,2017-2018,K5F-5,ELEMENTARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,1994-07-25T00:00:00.000Z,http://www.pghschools.org/,(412)529-5190, ,1901 Sarah St, ,Pittsburgh,PA,15203,2019,1901 Sarah St, ,Pittsburgh,PA,15203,2019,Principal,Mr,Michael, ,Calvert, , 
-79.99281290763922,40.424496157893934,145,102027451,Pittsburgh SD,School District,2,Pittsburgh-Mt Oliver IU 2,Allegheny,Open,1999-06-08T00:00:00.000Z,http://www.pghschools.org/,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,(412)529-3500, ,Superintendent,Dr,Anthony, ,Hamlet, ,(412)529-4357,0,Regular School,102027451,400,Pittsburgh Grandview K-5,2017-2018,K5F-5,ELEMENTARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,1990-08-22T00:00:00.000Z,http://www.pghschools.org/,(412)529-6605, ,845 McLain St, ,Pittsburgh,PA,15210,1043,845 McLain St, ,Pittsburgh,PA,15210,1043,Principal,Ms,Sharon, ,Fisher, , 
-79.919373318203967,40.429423811794734,146,102027451,Pittsburgh SD,School District,2,Pittsburgh-Mt Oliver IU 2,Allegheny,Open,1999-06-08T00:00:00.000Z,http://www.pghschools.org/,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,(412)529-3500, ,Superintendent,Dr,Anthony, ,Hamlet, ,(412)529-4357,0,Regular School,102027451,409,Pittsburgh Allderdice HS,2017-2018,9-12,SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,Allegheny,Open,1997-07-15T00:00:00.000Z,http://www.pghschools.org/,(412)529-4800, ,2409 Shady Ave, ,Pittsburgh,PA,15217,2409,2409 Shady Ave, ,Pittsburgh,PA,15217,2409,Principal,Dr,James, ,McCoy, , 
-79.989405755870052,40.390818499913308,147,102027451,Pittsburgh SD,School District,2,Pittsburgh-Mt Oliver IU 2,Allegheny,Open,1999-06-08T00:00:00.000Z,http://www.pghschools.org/,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,(412)529-3500, ,Superintendent,Dr,Anthony, ,Hamlet, ,(412)529-4357,0,Regular School,102027451,412,Pittsburgh Carrick HS,2017-2018,9-12,SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,Allegheny,Open,1998-07-21T00:00:00.000Z,http://www.pghschools.org/,(412)529-7700, ,125 Parkfield St, ,Pittsburgh,PA,15210,4111,125 Parkfield St, ,Pittsburgh,PA,15210,4111,Principal,Ms,Angel, ,Washington, , 
-80.019036406140671,40.489168139723844,148,102027451,Pittsburgh SD,School District,2,Pittsburgh-Mt Oliver IU 2,Allegheny,Open,1999-06-08T00:00:00.000Z,http://www.pghschools.org/,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,(412)529-3500, ,Superintendent,Dr,Anthony, ,Hamlet, ,(412)529-4357,0,Regular School,102027451,416,Pittsburgh Perry HS,2017-2018,9-12,SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,Allegheny,Open,1992-05-13T00:00:00.000Z,http://www.pghschools.org/,(412)529-3400, ,3875 Perrysville Ave, ,Pittsburgh,PA,15214,1824,3875 Perrysville Ave, ,Pittsburgh,PA,15214,1824,Principal,Mr,James,V,Cooper, , 
-80.020564864443784,40.414643505532538,149,102027451,Pittsburgh SD,School District,2,Pittsburgh-Mt Oliver IU 2,Allegheny,Open,1999-06-08T00:00:00.000Z,http://www.pghschools.org/,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,(412)529-3500, ,Superintendent,Dr,Anthony, ,Hamlet, ,(412)529-4357,0,Regular School,102027451,6019,Pittsburgh Beechwood K-5,2017-2018,"PreKF,K5F-5",ELEMENTARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,1990-09-04T00:00:00.000Z,http://www.pghschools.org/,(412)529-7390, ,810 Rockland Ave, ,Pittsburgh,PA,15216,3811,810 Rockland Ave, ,Pittsburgh,PA,15216,3811,Principal,Ms,Sally, ,Rushford, , 
-79.915365736990452,40.433064832549434,150,102027451,Pittsburgh SD,School District,2,Pittsburgh-Mt Oliver IU 2,Allegheny,Open,1999-06-08T00:00:00.000Z,http://www.pghschools.org/,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,(412)529-3500, ,Superintendent,Dr,Anthony, ,Hamlet, ,(412)529-4357,0,Regular School,102027451,6022,Pittsburgh Colfax K-8,2017-2018,"K5F-6,7-8",ELEMENTARY/SECONDARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,1998-07-21T00:00:00.000Z,http://www.pghschools.org/,(412)529-3525, ,2332 Beechwood Blvd, ,Pittsburgh,PA,15217,1818,2332 Beechwood Blvd, ,Pittsburgh,PA,15217,1818,Principal,Dr,Tamara, ,Sanders-Woods, , 
-79.917439184311817,40.468198453727588,151,102027451,Pittsburgh SD,School District,2,Pittsburgh-Mt Oliver IU 2,Allegheny,Open,1999-06-08T00:00:00.000Z,http://www.pghschools.org/,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,(412)529-3500, ,Superintendent,Dr,Anthony, ,Hamlet, ,(412)529-4357,0,Regular School,102027451,6024,Pittsburgh Dilworth K-5,2017-2018,"PreKF,K5F-5",ELEMENTARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,1992-05-13T00:00:00.000Z,http://www.pghschools.org/,(412)529-5000, ,6200 Stanton Ave, ,Pittsburgh,PA,15206,2245,6200 Stanton Ave, ,Pittsburgh,PA,15206,2245,Principal,Dr,Monica, ,Lamar, , 
-79.922012801172386,40.474954634689837,152,102027451,Pittsburgh SD,School District,2,Pittsburgh-Mt Oliver IU 2,Allegheny,Open,1999-06-08T00:00:00.000Z,http://www.pghschools.org/,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,(412)529-3500, ,Superintendent,Dr,Anthony, ,Hamlet, ,(412)529-4357,0,Regular School,102027451,6026,Pittsburgh Fulton K-5,2017-2018,"PreKF,K5F-5",ELEMENTARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,2000-07-24T00:00:00.000Z,http://www.pghschools.org/,(412)529-4600, ,5799 Hampton St, ,Pittsburgh,PA,15206,1639,5799 Hampton St, ,Pittsburgh,PA,15206,1639,Principal,Ms,Karen, ,Arnold, , 
-79.944674910763624,40.426525560838215,153,102027451,Pittsburgh SD,School District,2,Pittsburgh-Mt Oliver IU 2,Allegheny,Open,1999-06-08T00:00:00.000Z,http://www.pghschools.org/,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,(412)529-3500, ,Superintendent,Dr,Anthony, ,Hamlet, ,(412)529-4357,0,Regular School,102027451,6028,Pittsburgh Greenfield K-8,2017-2018,"PreKF,K5F-6,7-8",ELEMENTARY/SECONDARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,1999-08-04T00:00:00.000Z,http://www.pghschools.org/,(412)529-3535, ,1 Alger St, ,Pittsburgh,PA,15207,3100,1 Alger St, ,Pittsburgh,PA,15207,3100,Principal,Mr,Eric, ,Rosenthall, , 
-79.93348304677717,40.453188250442331,154,102027451,Pittsburgh SD,School District,2,Pittsburgh-Mt Oliver IU 2,Allegheny,Open,1999-06-08T00:00:00.000Z,http://www.pghschools.org/,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,(412)529-3500, ,Superintendent,Dr,Anthony, ,Hamlet, ,(412)529-4357,0,Regular School,102027451,6042,Pittsburgh Liberty K-5,2017-2018,K5F-5,ELEMENTARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,1995-08-04T00:00:00.000Z,http://www.pghschools.org/,(412)529-8450, ,601 Filbert St, ,Pittsburgh,PA,15232,1809,601 Filbert St, ,Pittsburgh,PA,15232,1809,Principal,Ms,Louann, ,Zwieryznski, , 
-79.916248892305845,40.445516164653476,155,102027451,Pittsburgh SD,School District,2,Pittsburgh-Mt Oliver IU 2,Allegheny,Open,1999-06-08T00:00:00.000Z,http://www.pghschools.org/,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,(412)529-3500, ,Superintendent,Dr,Anthony, ,Hamlet, ,(412)529-4357,0,Regular School,102027451,6044,Pittsburgh Linden K-5,2017-2018,K5F-5,ELEMENTARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,1995-08-04T00:00:00.000Z,http://www.pghschools.org/,(412)529-3996, ,725 S Linden Ave, ,Pittsburgh,PA,15208,2814,725 S Linden Ave, ,Pittsburgh,PA,15208,2814,Principal,Ms,Anita, ,Walker, , 
-80.018226890220717,40.41809033765724,156,102027451,Pittsburgh SD,School District,2,Pittsburgh-Mt Oliver IU 2,Allegheny,Open,1999-06-08T00:00:00.000Z,http://www.pghschools.org/,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,(412)529-3500, ,Superintendent,Dr,Anthony, ,Hamlet, ,(412)529-4357,0,Regular School,102027451,6915,Pittsburgh Brashear HS,2017-2018,9-12,SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,Allegheny,Open,1997-07-15T00:00:00.000Z,http://www.pghschools.org/,(412)529-7300, ,590 Crane Ave, ,Pittsburgh,PA,15216,3929,590 Crane Ave, ,Pittsburgh,PA,15216,3929,Principal,Ms,Kimberly, ,Safran, , 
-79.905396228577416,40.446603233112697,157,102027451,Pittsburgh SD,School District,2,Pittsburgh-Mt Oliver IU 2,Allegheny,Open,1999-06-08T00:00:00.000Z,http://www.pghschools.org/,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,(412)529-3500, ,Superintendent,Dr,Anthony, ,Hamlet, ,(412)529-4357,0,Regular School,102027451,7039,Pittsburgh Sterrett 6-8,2017-2018,"6,7-8",ELEMENTARY/SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,1992-05-13T00:00:00.000Z,http://www.pghschools.org/,(412)529-7870, ,7100 Reynolds St, ,Pittsburgh,PA,15208,2928,7100 Reynolds St, ,Pittsburgh,PA,15208,2928,Principal,Dr,MiChele, ,Holly, , 
-79.989461849371338,40.46521579947968,158,102027451,Pittsburgh SD,School District,2,Pittsburgh-Mt Oliver IU 2,Allegheny,Open,1999-06-08T00:00:00.000Z,http://www.pghschools.org/,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,(412)529-3500, ,Superintendent,Dr,Anthony, ,Hamlet, ,(412)529-4357,0,Regular School,102027451,7362,Pittsburgh Spring Hill K-5,2017-2018,"PreKF,K5F-5",ELEMENTARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,1998-07-21T00:00:00.000Z,http://www.pghschools.org/,(412)529-3000, ,1351 Damas St, ,Pittsburgh,PA,15212,3540,1351 Damas St, ,Pittsburgh,PA,15212,3540,Principal,Ms,Erin, ,McClay, , 
-80.036725225825066,40.407237301486475,159,102027451,Pittsburgh SD,School District,2,Pittsburgh-Mt Oliver IU 2,Allegheny,Open,1999-06-08T00:00:00.000Z,http://www.pghschools.org/,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,(412)529-3500, ,Superintendent,Dr,Anthony, ,Hamlet, ,(412)529-4357,0,Regular School,102027451,7501,Pittsburgh Banksville K-5,2017-2018,K5F-5,ELEMENTARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,1998-08-14T00:00:00.000Z,http://www.pghschools.org/,(412)529-7400, ,1001 Carnahan Rd, ,Pittsburgh,PA,15216,2901,1001 Carnahan Rd, ,Pittsburgh,PA,15216,2901,Principal,Mr,David, ,May, , 
-79.957207491447008,40.463434060239571,160,102027451,Pittsburgh SD,School District,2,Pittsburgh-Mt Oliver IU 2,Allegheny,Open,1999-06-08T00:00:00.000Z,http://www.pghschools.org/,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,(412)529-3500, ,Superintendent,Dr,Anthony, ,Hamlet, ,(412)529-4357,0,Regular School,102027451,7502,Pittsburgh Woolslair K-5,2017-2018,K5F-5,ELEMENTARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,1998-08-14T00:00:00.000Z,http://www.pps.k12.pa.us/woolslair/site/default.asp,(412)529-8800, ,501 40th St, ,Pittsburgh,PA,15224,1458,501 40th St, ,Pittsburgh,PA,15224,1458,Principal,Ms,Lisa, ,Gallagher, , 
-80.008658679906333,40.453238747105118,161,102027451,Pittsburgh SD,School District,2,Pittsburgh-Mt Oliver IU 2,Allegheny,Open,1999-06-08T00:00:00.000Z,http://www.pghschools.org/,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,(412)529-3500, ,Superintendent,Dr,Anthony, ,Hamlet, ,(412)529-4357,0,Regular School,102027451,7615,Pittsburgh Allegheny K-5,2017-2018,"PreKF,K5F-5",ELEMENTARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,1999-08-09T00:00:00.000Z,http://www.pghschools.org/,(412)529-4100, ,810 Arch Street, ,Pittsburgh,PA,15212,5202,810 Arch Street, ,Pittsburgh,PA,15212,5202,Principal,Ms,Molly, ,O'Malley Argueta, , 
-80.008658679906333,40.453238747105118,162,102027451,Pittsburgh SD,School District,2,Pittsburgh-Mt Oliver IU 2,Allegheny,Open,1999-06-08T00:00:00.000Z,http://www.pghschools.org/,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,(412)529-3500, ,Superintendent,Dr,Anthony, ,Hamlet, ,(412)529-4357,0,Regular School,102027451,7616,Pittsburgh Allegheny 6-8,2017-2018,"6,7-8",ELEMENTARY/SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,1999-08-09T00:00:00.000Z,http://www.pghschools.org/,(412)529-4115, ,810 Arch Street, ,Pittsburgh,PA,15212,5202,810 Arch Street, ,Pittsburgh,PA,15212,5202,Principal,Ms,Yarra, ,Howze, , 
-80.049078379708547,40.44869204905438,163,102027451,Pittsburgh SD,School District,2,Pittsburgh-Mt Oliver IU 2,Allegheny,Open,1999-06-08T00:00:00.000Z,http://www.pghschools.org/,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,(412)529-3500, ,Superintendent,Dr,Anthony, ,Hamlet, ,(412)529-4357,0,Regular School,102027451,7692,Pittsburgh Classical 6-8,2017-2018,"PreKF,6,7-8",ELEMENTARY/SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,2001-08-02T00:00:00.000Z,http://www.pghschools.org/,(412)529-3110, ,1463 Chartiers Ave, ,Pittsburgh,PA,15220,0,1463 Chartiers Ave, ,Pittsburgh,PA,15220,0,Acting Principal,Ms,Valerie, ,Merlo, , 
-80.008888637839277,40.403464637266559,164,102027451,Pittsburgh SD,School District,2,Pittsburgh-Mt Oliver IU 2,Allegheny,Open,1999-06-08T00:00:00.000Z,http://www.pghschools.org/,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,(412)529-3500, ,Superintendent,Dr,Anthony, ,Hamlet, ,(412)529-4357,0,Regular School,102027451,7693,Pittsburgh South Brook 6-8,2017-2018,"6,7-8",ELEMENTARY/SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,2001-08-02T00:00:00.000Z,http://www.pghschools.org/,(412)529-8170, ,779 Dunster St, ,Pittsburgh,PA,15226,1312,779 Dunster St, ,Pittsburgh,PA,15226,1312,Principal,Ms,Jennifer, ,McNamara, , 
-80.007979520313867,40.402898432530002,165,102027451,Pittsburgh SD,School District,2,Pittsburgh-Mt Oliver IU 2,Allegheny,Open,1999-06-08T00:00:00.000Z,http://www.pghschools.org/,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,(412)529-3500, ,Superintendent,Dr,Anthony, ,Hamlet, ,(412)529-4357,0,Regular School,102027451,7694,Pittsburgh West Liberty K-5,2017-2018,K5F-5,ELEMENTARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,2001-08-02T00:00:00.000Z,http://www.pps.k12.pa.us/westliberty/site/default.asp,(412)529-7420, ,785 Dunster St, ,Pittsburgh,PA,15226,1312,785 Dunster St, ,Pittsburgh,PA,15226,1312,Principal,Ms,Deonne, ,Arrington, , 
